review,sentiment
"Feeling low as Mom is not feeling well.. drains you mentally, if someone says they are suffering &amp; need you close but u not able to visit ",0
"@ajcoo82 oh no.  Feel better, girl! Hugs.",0
@kob Oh no! I just changed my icon this afternoon. Please reconsider. ,0
@TheRealYungBerg FOLLOW ME BABY U SAID N DA CHAT U WILL  LUV YA GOODNITE,4
"oh no, stocktake sale, going to be busy tomorrow night ",0
I ate too much today...the OB is going to yell at me tomorrow.  ,0
@MiSSBELL420 pretty cooooool.. U know I have lots of fun when I'm there ,4
@aplusk     how are you doing  today? ,4
Emoticons by Christian. &quot;  &quot; http://twitpic.com/66riq,0
"@highjaxxaplane yeah, but I wanna read the book ",4
"@TysonJayRitter dunno wats time it is for u but hope ya hadda gewd day, hhmm can u say somefin random ta  cheer me up wen ya tweet nxt ? ",0
"sorry, here's the link. extremely disturbing and sad   http://bit.ly/XBzEb",0
"@nataliepatalie0 That looks really good! Was it sad? check your email, I sent you something ",4
@GenKim Take me with you!  Have fun! Snap some interesting photos!,4
Reading &quot;The Host&quot; by Stephenie Meyer ,4
@brookehaskins oh tuesday off too. Nice one  doing anything special or just relaxing?,4
"@MakinItMatter uh I don't think so, I mean they have a main email but not sure if he reads them or not ? ",0
Is tired helping mom wth her work....phew!      ,0
I cried like a baby watching MY SISTER'S KEEPER ,0
"hokay, Mercs 2 laggs like shit on my PC... but I can't put in one of my ATI HD4850 because they're overheating so much ",0
Still revising ,0
I'm going to miss my babe this weekend.. ,0
"I want to watch the rest of Hook, but I have work ",0
"Loaded a few dig pages to my blog.. They aren't super duper, but I like them  www.brentwooddrive.blogspot.com",4
@rchains Congrats on the president title! ,4
@symphnysldr http://twitpic.com/7p9gi - yes! only i dont get to cause im in australia ,0
Oh no!  my mobileme mail account is getting blasted with spam ,0
a porn star is following me on twitter ,0
@Tj_pinkgurl ur welcome at my place  (via @666armagedon) lol k b there soon then :p,4
yeahh it looks sick :| i know they doo ,4
@beatrice21 I was stuck at work! ,0
"@elektralyte mmm, i'd totally be down with some waffles, too. haven't ate yet today. ",0
"&quot;You may have a free trip to Croatia. Oh, actually no you can't.&quot; ",0
going to go see @phillyd with brandon ,4
@jonaskevin @nickjonas I bet it is really good... too bad i live really far from Dallas.. ,0
@coollike its starwarsday???  when when did this happen ... im from australia!!! we are aalways the last to get everything  even toy story,0
@PerezHilton Contestants don't get to choose! They do what they're told pretty much. Lots of them are doing same thing as their auditions ,0
Since when do we get summer weather in May? Not that I'm complaining..... ,4
isPlayer Has Died! Sorry ,0
@Polartonttu good to see you tweeting!! ,4
@agentdelblaine aw thanks  &lt;333,4
I was probably insane to work out in this heat! Only got 2 miles in ,0
@mileycyrus I love you miley! Iï¿½m from argentina! ,4
getting ready to go to work   have had two really busy days at school and really don't want to go in lol!,0
Car shopping was a bust  i wish i was rich!,0
"@carolinegrey15 thanks hon, although I've never been allergic to anything before. No idea what it could be ",0
http://twitpic.com/6p34s - my buddy's moving  ,0
"@alicatdancer113 Yeah, really, I heard about it.  I'm sorry.  I'm glad all is well now.",0
@Boy_Kill_Boy Hey  what's up?,4
@natneagle enjoy your bath sweetie. i looked but didn't see anything that looked related to you. ,0
@StephenGonzalez Looks like you had your hands full last night!!  lol,4
"@twihighfanpire1 yeah, that's the only doubt... ",0
Last SAE class ,0
"@rainbowrenee aint that the truth.. Btw, skype soon? I think so ",4
FOLLOW MEE  ox,4
yay i'm back.  http://plurk.com/p/xd9tz,4
@Dannymcfly   GREAT to hear    when mite ur album b coming out?  so looking 2 it!!  Also &lt;3 ur dvd!! lyl xxxxx,4
Just got a new phone ,4
is listening to some country music and making oatmeal pancakes... ,4
@SeattleSlim hahaha!! I love that game ,4
"Just an FYI: I WILL BE IN PARIS, FRANCE for 3 months from August until October. I won't produce podcasts, and I won't have any internet. ",0
I'm here again ,4
miss germany ,0
I think im cheatin on him but I can't be cuz this is jus friends goin out I hope...this may get ugly  this is not a date jus friends,0
@TomFelton OMG i hear ur going to milton keynes on saturday .. we already booked for sundayy now ,0
Why cant i ever sleep in anymore? ,0
@xxLontexx Lol good ,4
@danielshockk wats your email??? wanna add you myspace ,4
The scary sub is here again! ,0
is hoping there are still nice people in the world...they just dont live near me! ,0
"@danmatthews So, you get that shadowbox working? If so, can I see a preview? ",4
mmmm nice D&amp;B.. Thanks @djilo for this one  â« http://blip.fm/~89wk7,4
@MSI Your URL doesn't work. ,0
@xSebastian ,0
Anyone else having trouble with Saurfang realm on WoW? ,0
Haven't worked out since last week and haven't really been eating healthy  http://myloc.me/2I4k,0
So think about it the next time you say &quot;I Hate My Job&quot;!  Be thankful that u have one! ,4
im back at the hotel. a beautiful day on a luxurious yacht ALONE depressed me ,0
im bored...and lonely. ,0
@TagAlongTess A week I was away from work - holidays. ,4
"i hate myself sometimes, lol  tonight was interesting tho, wtf @ hyper james &quot;i found the double u's!!&quot;",0
My 02 cost way too much to fix  My credit card bill is sky high again  It never ends,0
Mmmf there is no app for iphone. ,0
@semsy http://bit.ly/JWVwc  thought you might like that - Enjoy! ,4
Getting ready to go to bed. Have to wake up bright and early tomorrow. Back to work. I miss my vacation ,0
Stuck inside on this beautiful day.  Stupid surgery ,0
Learning Papervision3D... ,4
"#squarespace I NEED the iPhone 3GS, my 3G is broke as of today... ",0
@CptCswife vintage clothes from USA. Check their website out.  I just walked in and am bowled over....,4
@ToxicMelvin Too late  However it works now. Am really happy!,0
@twann0 Twann who won the Corsten contest to L.A.?  I had to work and missed the show ,0
@ThePISTOL  haha! thatz funny ,4
@STAWPITemily  I'm sorry! That really sucks!! he's a whorefaced skank??,0
@allison6071 Sorry just saw your reply lol. Thanks for the encouragement  3 hours &amp; counting til I see Otalia! -ash &lt;3,4
@amandametheny Haha... I can only imagine!! I haven't even gone in there since the last day I work! I don't miss it a bit! ,4
Is going to the mall ,4
Boat = Awesome  ,4
@writerchaz they closed sweet jenny's.  aroma is across the street! lol.,0
"@iamstesha Claire says, come to her house Sat night, bring your laptop ",4
@ProfaneEbon56y howdy how's it going? ,4
Doesn't like chili... Now what should she eat?!? So hungry yet nothing sounds good!! ,0
@TimCooperUK hehe ;) there are too many horny kitties ;) how was your day? can you see my pic btw? it doesn't show up for me ,0
:: #musicmonday - just downloaded the j cole &quot;the warm up&quot; mixtape @the_real_big_c you might just like this kid ,4
hello! what a day. my feet are killing me ,0
fml. why don't any of my friends have money? we can't do anything. danny can't evenm afford a damn movie. i so damn bored ,0
@DAEONE wish I could have been at the show but it was too far from germany!  Was @blackmilk and his camp at the show too?,4
"@DonnieWahlberg HOLLA!!! Just chilling, on my way to buy some maple syrup (mmm..). What's up with you? Hope you're having a great morning ",4
@TheBeerWench didn't see that request before.  sorry ,0
@THE_WOCKEEZ Have an amazing Jersey show! I am sure you will bring it. Ps. Loving the wock the block and other fun lingo ,4
Perez is reporting Farrah Fawcett has passed away.  Now she really is a Charlie's Angel,0
"@Audnumber They're so cute, aren't they? She's also got a white lil baby kitty w/ big ears, looks like a lil bat  Just adorable :o)",4
Good Morning Twitterland ,4
.@nn7 i don't have a beer ,0
@alice_yu haha i have 7. cause im unique! ,4
@bolly47 Bella died?? oh honey im so sorry ,0
"Leptop crash, bootnya ke recovery mode thinkvantage, ga bisa dipaksa normal.  ",0
Shouldn't you be revising?  @totalgunner,4
@dukkrogers  it would definitely be worth the shot ,4
@PastaBaby Yeah  Still waiting on some to come out though!,0
Champions League back on tonight ,4
@lettheashesfall wolverine being bad!!! It can't be ,0
"I feel so sick, I literally wanted to cry at work, everything was just spinning  , very nice eye candy x)",0
hmm...just sitting here waiting for school to start...haha my life isn't even exciting enuf for twitter lol ,4
@calebftsk http://twitpic.com/6dgsl - haha this is ADORABLE! awwww ,4
"@kaz2251 they had someone dressed up like her, talking deep voice, and promoting HM and a fake charity  Poor taste.",0
slowly realising Gencon UK may be up the pooper this year. ,0
twitter is back ,4
"@RegiSor ahh! 12hrs! wait, are u in canada or was it an2nette? im quite confused w/ the state initials LOL. yeah we wake up at 4-5pm. ",4
Having a cook out for ky today at 630 more than welcome to come. ,4
@JuliaAllynn already doing that  ;),4
Taks is over... Finally! time to get some real rest!  good night world.,4
Ugh! Headache...  ,0
"Just voted in Teen Choice Awards. @mileycyrus, @jonasbrothers &amp;&amp; @ddlovato were my favorite. love you ",4
"Wait a second...Have you guys seen our video commercial yet??  If not, check it out at http://TwitPWR.com/cx5/  POO! ",4
@maizey12 God I want to be there so badly ,4
@dfizzy all time low - dear maria ,4
Looks like every1 had sushi tonight except for me!  I had a bowl of Frosted Flakes 4 dinner hehe ,4
@czarthp My dvd was stolen...along with the majority of the rest of my movies in 2006. ,0
"@paigesmithx3  yes !!! It cost 9.95..Aaron got it today and he said it's really cool, I want it soooo bad ",0
Home again ,4
@lizfree  how'd your kitty get hurt?,0
I should be doing school work.. but I'm not.  I hate myself ,0
"@professorgreen big big, I got a website coming soon too, we have to link each others  www.sbtv.co.uk",4
Just got out of the hospital.. and has 2 kidney stones.  ,0
"I woke up terrified that Aaron was in my kitchen, good thing it was just drew ",4
At work till 5 ,0
@TheKempire watchu doing??? U don't even call anymore!!! And when I call u I don't get yew ,0
@brismel I do not see you ,0
@trvsbrkr http://twitpic.com/4hu4x - wooow ,4
Chilling in the room  we should totaly go to the beach tomorow? Xo,4
this pic is funny http://bit.ly/Y1GpP ,4
@Feddasaur ?? ok i have no idea wtf that came from LOL. but thanks for hte much needed laffs ,4
"@xohanna did you, you geek ",4
"Updated my iPhone to 3.0 software. I had to a hard reset  but everything was backed up  Wife's iPhone took 10 mins, no problems!",0
after retracting from chalk zone i dislocated ruby's thumb!!!!! ,0
"@PushPlayCJ I'm absolutely loving the song, by the way. Catchy as hell ",4
"@Wossy Ok! I've asked you intelligent questions, made witty remarks, paid you compliments - what do I have to do to get a reply!! ",4
"I miss you, Jesse...   You have no idea..",0
"@ddlovato Hi Demi  I saw you last night @ Zenith, you were great! &amp; i loved your outfit  you're amazing, love you xoxoxoxoxo",4
@_ElizaClaire_ &gt;&gt;he asked me this morning to &quot;ask the nursery ladies if he could  not go anymore&quot;. He's only 2 ,0
shower time!!!!! ,4
"@Darealamberrose That's my baby, right? You not cheating me on ya? ",0
Well Jeep is not ready yet  hopefully by the end of the day it will be.... Going to have to reschedule a few meetings today. Wish me luck.,0
thinks twitter sounds like a british word. and misses germany. ,0
"I'm exhausted, I just got out of bed and I need to start working on the Austin Lorin ad. Just sent the hubby out to get me some lunch ",4
"@CultivateHealth Don't know what brand you were looking for, but McCann's Irish Oats are #gfree. ",4
"After an extremely fun Saturday, up for a bagel and to send @cclear44 back to the airport ",0
just back from playing tennis with Hubby and now WE OUT! ,4
is 32 no longer ,0
@DivaQBBQ Nice write up!  The goat cheese flat bread sounds delicious.  ,4
is watching the X Files for the first time in years. Forgot how good it was! And how nice Mulder is. ,4
Goin out drinkin.  Gonna b on here tweetin drunk later.  ,4
didn't scream cuz my neighbors would've thought I was getting attacked I think. Now it's black &amp; blu and hurts soooo much more! OUCH ,0
@TrippK I don't know how you manage with so many blessings!  See ya at the zoo!,4
"Side feeling better, which I attribute to chicken wings  NOT looking forward to working at 7:00 tomorrow, but money is money!",4
Waiting with @George to participate in Soton Uni dog behaviour phd study by @gotiggygo ,4
apparently i still need to do the sodding sainsburys shop before i get to go out  maybe i should just go out in my work clothes,0
haven't tweeted much today... going to bed a lot earlier tonight  really tired! goodnite loves &lt;3,4
@DJ_AM mmmm a Pepper Cheese Steak with fries &amp; a soda please ,4
listening to Drakes 'Jingle Bells'...yes. it's summer and I listen to Xmas music ,4
@subwayfreshbuzz Nothing at all so far...   but waiting is.,0
"@Jonasbrothers gee....I wonder what it is. -__- ship Miley off to Boston with you, please? ",0
&quot;My other ride is your mother.&quot; ,0
@Lulabean ohmygod! That is so cool! How is it? Did you see neil? Give him a kiss and a squeeze for me ,4
interview at HAT WORLD! too cool ,4
Screw you @davidbrussee! I only have 3 weeks... ,0
@cliffo_liam haha you did a good job  and i hope ur throat feels better soon ahaha,4
Freezer with $500+ worth of beef is half-thawed.  Not sure whether it is refreezing or just thawing now... yikes.,0
didn't get cake on Saturday - ,0
@ChesterBe Hectic dude I know but think about the nice ass you going to have. ,4
Is so tired bout to call it a night ,0
@LittleYellowJen ,0
Off to see silverstein!  tweet latersss x,4
Just set axe on fire with izzy and the girls ,4
Eatin sandwhichs yummy yummy for my tummy ,4
@amandasincler Hey there!  Your worked with Kat on music I'm assuming?  That's awesome! ,4
Work till 6.....Takin a final so that I get it over with......who knows.......startin to get a lil emo about going home.... ,0
@big_c_wilson yay! you'll be catching me up soon ,4
@Adrienne_D_Hill I STILL HAVEN'T HEARD IT!  I've been looking everywhere,0
"Weather is not good for launching a hotair balloon - fog to the south of the city, rain coming down from the north - back to bed ",0
@Social_Rebel I just realized that it's been almost three years since I saw you in the flesh last  ,0
 Getting ideas for my room revamp! ,4
owwwwww!!!  What a doozy of a headache.  2 tablets later and it has only taken  off a slight edge ,0
Heard there's bad weather in Manhappiness. Bet the food would still kick the heck outta the slop I just got in S. Dakota. Amateur night! ,0
"@OkamiMars I don't think he's gonna make it, though. ",0
Time to go to bed....feeling a little sore ,0
"@anderson45 I agree, to us no matter wat #jonas-muchbetter by @Jonasbrothers will ALWAYS be a little more special than the others ",4
@mastajappa Can't w8 for the next #followfriday and the next and next! How'r they hangin 2day? ,4
Ponce (The Retarded Police) remembers me! ,4
"@callaschultz Yeah, first show in 5 hrs and it's 50 degrees &amp; windy!  This should be fun ...  .. u know we'll still ski ...",0
Garys house broke. ,0
Sorry I haven't talked to y'all until JUST FUCKING NOW--I've been with a buddy who needed me all day. ,0
@marissaberman Thanks Marissa! You have some nice shirts in your shop! ,4
I hope everyone has fun at Brig's party tomorrow.  Renting movies and getting ice cream. Me and my sister are so much alike.,4
27 days until Italy ,4
"Ugh, my muse eludes me ",0
@aldakila Yeah! Have a really Happy Birthday Alex! ,4
@EAJosh I miss you. ,0
"@opheliaswebb Okay. Let's also add Hair. No idea who he is--but got a crush on that guy, too.  ",4
is bunged up because of hayfever.. The worst day so far this year  + i have pe tomoz.. Thank fuck its indoors!,0
"yay, i have a new roommate  @some_devil41 and i can finally have our Panda Palace ",4
It's after midnight &amp; I hear the shower calling me- Technically it's not twice in one day since it's morning-- I'm not very &quot;green&quot;. ,4
@askewadventures lol not even rock camp?  ,0
I'm getting a headache. ,0
"@Street3 Bummer, well I'll play a tourney with you sometime and learn some new poker moves ",4
WORK. its 100x harder to be nice when all I want to do is sleep off this headache. ,0
@MzzDJFrances aww man  any remedies??,0
@vickytcobra You and me both. i didnt get to see you guys last year cause i got lost trying to find the venu ,0
"After several days of sunshine and blue skies, now it's grey and rainy.  I have no excuse to keep me from Algebra now. ",0
I woke up late for work. Again. ,0
@Teamcyrus I love you! I dont think i have ever met anyone as kind as you! And well done for getting 1000 followers! ,4
super bummed..dont think i can play tomorrow ,0
@TBEAustralia there should be none - you guys rock.. and im dissapointed that there are none left in melb ,0
We fell asleep on the fouton to the sounds of each other's breathing.. ,4
STARVING!!! trying to have a healthy day just makes my tummy rumble ,0
is just getting on the road back to statesboro...sadness I'm tired ,0
@richcruse Hey buudy!  Zoot contacted me!  You ROCK!!!!  I'm contacting LA Marathon about your credentials today ,4
@yongeling i'm so cool rite ,4
@unzippedmedia i keep trying to get with @kamscottxxx  but he won't have me ,0
"@PeteyBennett that made me LOL, was really good  x",4
"So many things to buy, so little money..... Screw expensive transport costs  moneygrubbing companies - http://tweet.sg",0
Just getting home for Dylan's game...14 to 3 win. He played really well 3 for 3 with a double and a stolen base...im a proud dad ,4
@mesohapi me too ,4
Slept in until 12 after a day trip to France! ,4
@inkandneedle Son has 17YO in one class who's about to be a daddy ,0
im doin pretty good..@iDeAndreWay..imma go n take a nap..got the itis..lol ,4
Somewheeeere over the rainbow... +tirili+ Good morning everybody  Be jealous! I'm a unicorn! Yaaay!,4
has a nasty razor cut at the back of her ankle ,0
@Jenny_Mejia lol it was hell!! ,0
a lot of feeds.. How to read it all ,0
Ugh I can't breathe right today ,0
@joeypage omg you want to hear about raining? once i got home from school there was thunderstorms nonstop in MD... crazyy. ruined weekend ,0
"Need to send emails to 100,000  contacts? Check out EmailUnlimited on http://www.4officeautomation.com ",4
I am SO looking forward to seeing my boyfriend only 2 days a week  ::SIGH::: downside to summer,0
@paramoreband what Jeremy was doing on the roof? ,4
drivin lesson was good   (Y),4
I am no longer Lost   I hope I can be found,0
&quot;Hurt&quot; by Christina Aguilera is dedicated to my grandpa that passed away a few years ago.  Never got to meet him...,0
"night twitters, need to concentrate on school lesson content now....oh...who said teachers don't work... ",4
"@Hotfessional I like that part of summer when you eat BLTs &amp; corn-on-the-cob for breakfast, lunch &amp; dinner. ",4
Just watched i am Legend The part where he has so kill his own dog so sad ,0
im bout to get ready for wk im soooo tired I fell asleep on a good movie but gotta make this paper ill holler when im w my boo. ,4
@hollywoodshorts Im not  Change Twitter settings to GMT +03:30 as ur timezone &amp; change city to Tehran to confuse the Iranian censors.,4
Oooo! I'd seriously want one of those right about now! I opened my windows it smells like cat poo and I don't have a cat. ,0
fed up with pain  ..still wanna live though so can't be that bad ,0
No wifi at Mozilla Party 10... So no liveblogging. ,0
@ChefMark It is so weird. He drives around in the coolest looking Jalopy with grinders and 2 elderly big pitbulls. ,4
@joycethefairy hahah! i havent yellow paged u in a long while ,4
can't wait for tomorrowï¿½ ,4
lifee's beeing meann ,0
"Hehe, Adam danced tonight on SYTYCD...it was awesome ",4
fell asleep on the couch this afternoon. My parents couldn't find me... ,4
"@Avinio haha yeah we should def do it soon , I am a morning person now as well , learned from you ",4
Coffee klatch in Wicked Park with HC. About to bake a very happy chocolate cake ,4
@chadcampbell confirmed that total dns is not available via their delegated account access feature ,0
"@hooah08 ugh! Tylenol fixes all! lol. give him a bottle of water, lay him down, and sing to him  might work :/",4
Yea 4 American airlines for losing my clubs and suitcase. Making due w/rental club and new clothes. ,4
Mister Future Endeavors.....................................Endeavors! Mr.Kennedy (Ken Anderson) just got released from his WWE contract. ,0
@HannahTroy i hate them days ,0
@minorityx there were this year too though ,0
passing on the twitter flu to others ,4
eating Dani Sahne ,4
@JunettDok ahahaha his big pile of bluueee!  it's like my two fave shows in one!,4
"@chods70 same to you mate, wasn't me on the ps2 as one of the few consoles I've never owned ",4
@fleckywear argh. woher hast du diese information? ,4
@DELINNERZ its ok I haven't seen it either ,0
@WarriorsEdge   Let me know if I can help with anything,0
Somehow tweets get repeated - going from T to FF to FB and back to T  http://ff.im/3DgWU,0
@JodiAceVA Great to hear  that team is ever growing and will be a fantastic way to comm with customers for some time to come - Tez,4
"@louisemaclean you three are all gorgeous, ok? Im jealous ",0
Why isn't this week's This American Life up yet ,0
@ChUu57 Yep! ,4
@gimmeapuck I wish I knew. ,0
@PembsDave morning Dave  x,4
today was a pretty fun day. went shopping. went running. had a bbq with friends. watched a movie with friends ,4
"@lesley007 hmm ... yes, but purely for personal usage ",4
who knew converting RAW images to JPG would be so hard ,0
It's sad not having brothers or sisters ,0
playing with the ps3 b/c i can't sleep BUT at least i know how to copy movies and DL stuff. this thing is awesome but insomnia stinks ,0
Last free night before being on call for a week  Wish I could stop thinking about it and enjoy the evening. ,0
@namethemlyrics Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip ,4
Day 2 of Twitter and I am already having issues. No picture for me ,0
@msnicolina Morning girl! How are you? Trying to decide if I should clean the kitchen or the bathroom. Lol. Neither sounds better ,4
mommy said i wasn't allowed to have a broken finger as she has enough incapacitated staff ,0
@SCANDI99 watch the bball game ,4
Bleurg! I do not want to go to work tomorrow so much it hurts..... ,0
@Curlyminx Move to Wales! What's stopping you? ,4
chilling in the sun and just joined twitter ! ,4
@cimangss Haha no. It's a jdrama actually. Watching it online.  but that's close enough.,4
thanks Mr. Miller for riding at my humble 15mph pace through the scenic back end of the South Side; time to ice bruised knee + hand ,0
Ughhhh...mad as ppl make me some times...I don't like 2 have 2 do yucky thngs  I am NOT cut out 2 deal w HR stuf...ppl's tears kill me! ,0
Ooo! Fixed sink. Tried to paint table and ran out of paint. Store was closed  And then um... did other stuff..,0
@allyheartsBB No.. not yours BB. You can keep that one.   ,0
"wnats to have a pool party and water fight, but girls are funny acting about hair and guys won't come with no girls! ",0
@fletch_vaughan sadly no  i just checked,0
"@calvinharris oh my gosh same here :/ there were construction workers yelling outside my window at 7, i wanted to scream at them ",0
"meanwhile, new poem at my blog  http://bit.ly/zjPBR",4
just had a convo with sophyee on msn i feel bad now for what i've done to josh i didn't know he liked me ,0
the proxy bypass site i use got blocked too  now what?? :S,0
"An old friend of mine used to tell me, &quot;if things aren't alright, that means it's not the end.&quot; hmmm...maybe thats good news..not sure ",0
twitter reverted to an old pic  what's with that?,0
woeow  i love tuesdays,4
Is an official fiji and staying overnight in london tonight ,4
"I need a basic calculator for science but I don't think I have one, I only have 2 scientific calculators ",0
Brb London pokemon video game championships! Wish me luck! ,4
@geeugh&gt; i just found out the hotel that i got for next weekend was canceled in SF&gt; WTF!!! i don't know what to do now.  FML!,0
Redo @eyekobeauty not @eyeko It's hard to flick from page to page to get names for #followfriday! ,4
@oldmoviebuff We have so much more now! People should really remember to take a look...especially in times of low cash flow! ,4
@tashadanvers @Kellysotherton- I gave most of mine away.  involve me. I will look and see what I have. So charitable you two are??? Haha,0
@sandsP Thanks for the FollowFriday suggestion! ,4
"Don't think anyone (OK, me) has ever cleaned up there. Kitchen was fitted 4 years ago! It was not nice ",0
@alesspetic now that's not fair!!! the only chance to get the fair that close and we're not there but freezing our asses off in SF  Enjoy!,0
ok..im read to go....YEHYEH!!!!! bye dubai...wait for me love.... ,4
@latexloverm you're there but you aren't answering my question ,0
@CYNTX66 Im from Monterrey  what about u? ,4
@angelzdope Don't like coffee ,0
i've downloaded some mcfly albums today  im happy lol,4
@marziehg you're brilliant   been thinking about this much myself lately.,4
@BabyLove_xo LOL yeah!  last day of school tomoz  gona miss the memories ,0
"@your_tweet  Nice, thank you ",4
wants to go 2 the cinema tonight ,4
"@james_gunn re: broken toe = yep, can't do nuttin' ... Doctor's don't even do nuttin' ... except tape big toe (if broken) to another toe. ",4
"Just made a quiche and a salad, Now I am off to sip wine on the porch for 45 min ",4
losing my voiceee  AHHH,0
TRANSFORMERS IS FUCKING EPIC!!! BEST FUCKING MOVIE EVER!!! Shame there arent as many F-22's ,0
@randiellen03 Nofair! My BK only had Uhura and Nero left. ,0
"@hayles it was a bit of a trek, but I'm quite pleased to have made it up there. Pity really it was so misty ",0
@alicejam lackluster is KIND...  that was a total embarassment... GAME TWO can and SHOULD be different    #blazer #uprise,4
How often do any of you play the Wii? Reply with comments. @bthoenissen has been awesome at keeping this conversation alive ,4
Will the last member of the Government please turn the light out when they leave ,4
@mikeant hey hun..how's the weather?? We are getting soaked out here ,0
@thomasfiss http://twitpic.com/6vina - aw i have the same dog  they're amazing,4
@hjeff20 im fine thanks. ,4
wishes she could find her camera ,0
@evan_b But I don't have it anymore. They disappeared. ,0
"@pinkstardust I wanted to DL it, but my boyfriend talked me out of getting it  oh well, haha.",0
welcome to twitter huda!! ,4
poor lena hardly ever gets nominated for #tscc  #lenaheadeylove #tattoo-aholic,0
Just came home from Mother's Day lunch. I think I ate too much cake ,0
My back is sore! Not done anythin to hurt it either  x,0
@ZaraZombie surely do  its my own pleasure ,4
@RichNeville I will indeed be pointing those who are also watching towards you. Well worth it! Will you be watching AGT nxt wk? ,4
"So tired this morning, gorgeous and sunny though! Morning twits ",4
doing my morning promise ,4
"@tommcfly plp are saying that you guys will come back to brazil in october, is that true? ",4
@mattsmind bunnies. Did you see the pics of my new babies? they're uber precious. ,4
@nrlfanclub dude I missed the memo on that 1000th tweet - you make me all misty in a way that I haven't experienced since Oct last year ,4
Boarding the plane to come back to the heat of arizona. Im not ready to say goodbye to cali... Or my best friend ,0
cats whiskers jommm!!! ,4
"@JacobDyer Dude, I thought that was real, I shat my pants! ",0
"rt @abisignorelli #f1 oh no, felipe baby ",0
ear hurts ,0
twitter still trippin ,0
Worst headache ever.  By means of caffeine.  ,0
is depressed by the 10 days of rain forecasted for Boston ,0
"@onceatweeter Awww honey, maybe it's the 'tini's giving you sad thoughts ",0
I miss my mom..  &quot;May angels lead you in&quot;,0
Ok hubby really isnt going to be logging off anytime soon  what to do what to do?,0
Phrases you don't often hear -  &quot;dreadful mistake by Shane Williams&quot;  ,0
@IAMJUNELOVER yay!!! I BBM'd u and u didn't respond ,0
all looped out on allergy meds.  something's got to work.. this attack my eyes are watering.. i'm outta control ,4
I now realize how afraid I am to heights. tree top makes me cuh-ray-zee! my adrenaline was really pumped up.. not good ,0
Home with this week's bounty from the farmer's market. First pattypan squash of the season ! But still no baby limas  Maybe next week.,0
@Babygiftcompany Hi Priscilla thanks for the retweet ,4
Feel like I'm going to drop from exhaustion. Grocery shopping with my mom nearly killed me. Still need to put groceries away and showerm ,0
"@shiznit00 Hehe, Its So True Though! Love The Twilight Saga!  Which Book Is Your Favourite? xx",4
@adrianelohr I was so annoyed when I found out it was THE most popular name 2008.. Now I have to start from scratch ,0
"I Can`t do 30 minutes of Treadmill  but done 30 minutes for today already, gonna do 20 minutes more",0
@eyelidwindows id have school the next day but omg i rly wanna go  they are offish our bbys.  We must see them,0
Ð¯ ÑÐ¾ÑÑ Windows Ð¿Ð¾ÑÐ¾Ð¼Ñ-ÑÑÐ¾ Skype 4.1 Ð¼Ð¾Ð¶ÐµÑ screen sharing. Ð? Mac Ð¼Ð½Ðµ Ð½ÑÐ°Ð²Ð¸ÑÑ?Ñ? Ð¿Ð¾ÑÐ¾Ð¼Ñ-ÑÑÐ¾ ÑÐ°Ð¼ ÐµÑ?ÑÑ autoaccept file download ,0
Dismantling a computer lab not so much fun.  Reassembling it will probably be less so ,0
"Tried Old Speckled Hen ale tonight, 8% alcohol, but really enjoyable. Where can I get it from a keg without driving to the Westside ",0
"@jordanknight I bet if you sold that stuff in a bottle, Jordan-girls would be buying 2 per household...insane I know...but oh so true  lol",4
is exploring twitter ,4
@hofmann Word Twist isn't accepting &quot;Manmom&quot; as a word. ,0
@mawif i hit a badger this morning when coming back via Hind Heath road. ,0
@anamal91 I know ,0
@willhowells Good choice ,4
Got a sore back out of thin air ,0
@Mummyofmany @jessicastrust how on earth could they mistake you for a spammer?! Hope it's sorted soon ,4
End up with pasta... so easy to do lol Think I'll go rent a movie. Nothing good on TV tonight... ,0
"@Alegrya Yeah, I've got the same issue - signed up but no confirmation email ",0
Only a true masochist can combine Interpol with a rainy day like this. *right here* ,4
Pixie is afraid of thunder.  http://apps.facebook.com/dogbook/profile/view/5475757,0
@DreC_Griffin I know  I was yelling like a banshee. You can't shoot em with a rifle in the neighborhood but you can use a bow and arrow.,0
@PoynterPerve see  sigh.,0
Apohhhh  no more late nights,0
Good Morning!  Running some errands in the city and then out tonight!!! ,4
@bkmacdaddy hehe  nice way of looking at it...,4
"does not appreciate being told my exam is actually at 10.15, 5 minutes before I thought it started at 9.15 ",0
"@zeeDOTi No, I was forced to take the twitter-break. I just have a short break to be back on twitter before i'm gone for another week. ",0
"i need my cellular device.  my mother took it, hah. and she's too &quot;busy&quot; to give it back. lol. grr.",0
looking after my litte sisters ,4
@DavidArchie Thanks for coming to the Phil.! I wasn't able to watch you on TV today though  Hope you enjoy your stay here. ,0
"@JohnDomPaiva Keep at it; practice makes perfect!  It'll take time to draw something you feel proud of, but the end satisfaction is great.",4
SUNSHINE AGAIN ,4
New Zealand Women won by 52 runs against Indian Women at T20 WC. ,0
I hope i pass for my final exams! ,0
Just to let you know how is going for me with Shutterstock http://www.dabobabo.com/ ,4
"so many things in mind, yet lacks the words to write everything down! ",0
checking my multiply site  -http://nick0le.multiply.com/,4
Chapter 10 of Song is now done and posted ,4
to the next party ,0
